Index,acc,name,length,organism,_5,level,_7
2834894,A0A8I5Y053,Integrin-binding sialoprotein,322,Rattus norvegicus (Rat),0.587,2.0,
2834896,A0A8I6GAR2,,1964,Rattus norvegicus (Rat),0.571,2.0,
2834905,A6JD55,,373,Rattus norvegicus (Rat),0.534,2.0,
2834920,A0A0A0MY12,Histone acetyltransferase,1719,Rattus norvegicus (Rat),0.513,2.0,
2834924,Q6TV20,,223,Rattus norvegicus (Rat),0.543,2.0,
2834927,A0A0G2K6R5,Polyglutamine-binding protein 1,261,Rattus norvegicus (Rat),0.67,2.0,
2834989,A0A8I5Y0T5,,168,Rattus norvegicus (Rat),0.595,2.0,
2835007,A0A8L2QCF0,Myelin basic protein,328,Rattus norvegicus (Rat),0.613,2.0,
2835012,A0A8I6A8N3,,566,Rattus norvegicus (Rat),0.599,2.0,
2835057,D3ZWP4,,470,Rattus norvegicus (Rat),0.691,2.0,0.73
2835069,A6K380,RNA-binding protein 8A,174,Rattus norvegicus (Rat),0.54,2.0,
2835092,F1M8I7,Ena/VASP-like protein,414,Rattus norvegicus (Rat),0.514,2.0,
2835132,Q642D1,,228,Rattus norvegicus (Rat),0.5,2.0,
2835142,A6HPP9,,121,Rattus norvegicus (Rat),0.62,2.0,
2835151,Q64715,Microtubule-associated protein,1825,Rattus norvegicus (Rat),0.579,2.0,
2835155,D3ZRN2,Mediator of RNA polymerase II transcription subunit 1,1568,Rattus norvegicus (Rat),0.513,2.0,0.686
2835166,A6HPR3,Eukaryotic translation initiation factor 3 subunit J,259,Rattus norvegicus (Rat),0.544,2.0,
2835169,A0A8I6A2N2,,812,Rattus norvegicus (Rat),0.691,2.0,
2835172,A0A8I6AFP9,,136,Rattus norvegicus (Rat),0.581,2.0,
2835202,A6HSN8,Histone H1.0,194,Rattus norvegicus (Rat),0.696,2.0,
2835216,A6KNR8,,575,Rattus norvegicus (Rat),0.593,2.0,
2835222,A6HQ31,,184,Rattus norvegicus (Rat),0.62,2.0,
2835233,A0A8I6AS32,,1705,Rattus norvegicus (Rat),0.538,2.0,
2835239,A6KP66,Polyglutamine-binding protein 1,263,Rattus norvegicus (Rat),0.677,2.0,
2835262,A6KN82,,395,Rattus norvegicus (Rat),0.681,2.0,
2835268,Q3HLN4,Integrin-binding sialoprotein,319,Rattus norvegicus (Rat),0.574,2.0,
2835293,A6J163,,1091,Rattus norvegicus (Rat),0.647,2.0,
2835322,A6JQM8,,589,Rattus norvegicus (Rat),0.577,2.0,
2835339,A6J9I7,mRNA decay activator protein ZFP36,326,Rattus norvegicus (Rat),0.601,2.0,
2835487,M0R961,,721,Rattus norvegicus (Rat),0.509,2.0,
2835494,A6HIV1,PEHE domain-containing protein,599,Rattus norvegicus (Rat),0.536,2.0,
2835513,A6IRX5,,194,Rattus norvegicus (Rat),0.603,2.0,
2835590,A6HIQ7,Mediator of RNA polymerase II transcription subunit 1,1567,Rattus norvegicus (Rat),0.514,2.0,
2835769,Q4QR70,,395,Rattus norvegicus (Rat),0.676,2.0,
2835780,A6JMH6,,485,Rattus norvegicus (Rat),0.575,2.0,
2835804,A6HYB5,,342,Rattus norvegicus (Rat),0.658,2.0,
2835887,Q91V06,,335,Mus musculus domesticus (western European house mouse),0.696,2.0,
2852131,A0A346T4Y1,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus 2,0.504,2.0,
2852164,D3KDN4,Nucleoprotein,422,SARS coronavirus HKU-39849,0.509,2.0,
2852202,A0A346T4Y2,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus 2,0.52,2.0,
2852283,B6DVX5,,275,Merkel cell polyomavirus,0.611,2.0,
2852418,K4Q311,Phosphoprotein,568,Respirovirus muris,0.576,2.0,
2852426,H8ZPV8,,278,Merkel cell polyomavirus,0.615,2.0,
2852504,H8ZPS0,,330,Merkel cell polyomavirus,0.636,2.0,
2852510,Q38KH0,Phosphoprotein,568,Respirovirus muris,0.548,2.0,
2852553,U6C6U2,,292,Merkel cell polyomavirus,0.627,2.0,
2852578,Q5ECD9,Phosphoprotein,568,Respirovirus muris,0.539,2.0,
2852631,B6DVY9,,292,Merkel cell polyomavirus,0.634,2.0,
2852670,D2E275,Nucleoprotein,422,SARS coronavirus MA15,0.509,2.0,
2852693,K4PWI6,Phosphoprotein,568,Respirovirus muris,0.576,2.0,
2852772,D2E1E2,Nucleoprotein,422,SARS coronavirus ExoN1,0.509,2.0,
2852787,A6P4T7,Phosphoprotein,568,Respirovirus muris,0.533,2.0,
2852796,Q5ECD2,Phosphoprotein,568,Respirovirus muris,0.576,2.0,
2852866,F4YH66,,457,Henipavirus hendraense,0.635,2.0,
2852896,A0AA51XXA6,Nucleoprotein,422,Horseshoe bat sarbecovirus,0.502,2.0,
2852908,F4YHA2,,457,Henipavirus hendraense,0.63,2.0,
2852911,F4YH93,,457,Henipavirus hendraense,0.63,2.0,
2852921,F4YH67,,448,Henipavirus hendraense,0.65,2.0,
2852925,A0A0M3SG99,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.528,2.0,
2852959,G5CQ08,,457,Henipavirus hendraense,0.575,2.0,
2852960,I7D4P5,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.512,2.0,
2852990,G5CPS0,,457,Henipavirus hendraense,0.635,2.0,
2853011,A0A0F6PAT3,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.512,2.0,
2853014,A0A097PUI7,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.504,2.0,
2853023,I7D140,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.512,2.0,
2853085,A0A1B0Z9P7,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.52,2.0,
2853097,A0A565DIF4,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.52,2.0,
2853098,B1NE15,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.528,2.0,
2853127,A0A7G8YZX2,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.504,2.0,
2853132,A0A7G8YYX2,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.504,2.0,
2853134,F4YH94,,448,Henipavirus hendraense,0.65,2.0,
2853140,A0A1B0Z976,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.512,2.0,
2853148,A0A220QJU8,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.504,2.0,
2853164,G5CPR2,,448,Henipavirus hendraense,0.65,2.0,
2853192,A0A0M4AS76,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.52,2.0,
2853193,O70665,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.52,2.0,
2853211,G5CPU8,,448,Henipavirus hendraense,0.587,2.0,
2853215,C4P7H9,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.504,2.0,
2853251,F4YHA3,,448,Henipavirus hendraense,0.558,2.0,
2853255,I2BJM5,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.52,2.0,
2853270,L0CMS3,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.528,2.0,
2853299,I7CQS5,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.52,2.0,
2853308,I3QIT7,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.512,2.0,
2853331,A8VIM2,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.504,2.0,
2853376,A0A0G2TGA8,,1047,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.504,2.0,
2853437,V9LNU9,,1049,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.502,2.0,
2853471,A0A0G2U3E2,,1050,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.513,2.0,
2853535,V9LR32,,1049,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.503,2.0,
2853578,A0A181ZH34,ICP47 protein,88,Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1),0.636,2.0,
2853598,V9LN84,,1050,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.533,2.0,
2853616,A0A0G2UF90,,1048,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.502,2.0,
2853618,V9LQC6,,1049,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.522,2.0,
2853711,A0A181ZI34,Tegument protein VP22,301,Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2853740,A0A0G2TGV4,,1050,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.514,2.0,
2853757,D2E1F7,Nucleoprotein,422,SARS coronavirus wtic-MB,0.509,2.0,
2853775,C8CPD3,,1049,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.503,2.0,
2853823,D2E230,Nucleoprotein,422,SARS coronavirus MA15 ExoN1,0.509,2.0,
2853992,J9WTZ7,Nucleoprotein,409,Infectious bronchitis virus,0.509,2.0,
2853993,A0A1P8VF15,Nucleoprotein,409,Infectious bronchitis virus,0.528,2.0,
2854012,Q2I1A9,Nucleoprotein,409,Infectious bronchitis virus,0.575,2.0,
2854013,G3FLZ2,Nucleoprotein,409,Infectious bronchitis virus,0.523,2.0,
2854028,A0A0U1UZF4,Nucleoprotein,409,Infectious bronchitis virus,0.601,2.0,
2854035,A0A7D5AAU6,Nucleoprotein,409,Infectious bronchitis virus,0.562,2.0,
2854044,Q2PZI9,Nucleoprotein,409,Infectious bronchitis virus,0.531,2.0,
2854051,A7Y2U6,Nucleoprotein,409,Infectious bronchitis virus,0.511,2.0,
2854052,A0A890C9Z4,Nucleoprotein,409,Infectious bronchitis virus,0.562,2.0,
2854057,A0A2U9A453,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2854120,G8H8Y4,ICP47 protein,88,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.636,2.0,
2854123,A0A1V0E548,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2854128,F8RG80,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2854131,A0A5J6DWK3,Cytoplasmic envelopment protein 3,96,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.542,2.0,
2854146,A0A172Q3Q4,Nucleoprotein,409,Infectious bronchitis virus,0.616,2.0,
2854157,A0A649YIJ9,Nucleoprotein,409,Infectious bronchitis virus,0.535,2.0,
2854158,Q6GYI9,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2854162,A0A0E3SVS7,Nucleoprotein,409,Infectious bronchitis virus,0.648,2.0,
2854167,A0A193GT74,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2854169,G8H9A4,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2854173,Q09I64,ICP47 protein,88,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.636,2.0,
2854180,A0A0E3X2I0,Nucleoprotein,409,Infectious bronchitis virus,0.518,2.0,
2854188,Q80JR7,Nucleoprotein,409,Infectious bronchitis virus,0.562,2.0,
2854205,Q66V98,Nucleoprotein,409,Infectious bronchitis virus,0.513,2.0,
2854209,A0A385LV14,Nucleoprotein,409,Infectious bronchitis virus,0.533,2.0,
2854210,A4ZCP0,Nucleoprotein,409,Infectious bronchitis virus,0.614,2.0,
2854225,Q8JMI7,Nucleoprotein,409,Infectious bronchitis virus,0.513,2.0,
2854234,Q2PZJ3,Nucleoprotein,409,Infectious bronchitis virus,0.56,2.0,
2854260,D3YPN1,ICP47 protein,88,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.636,2.0,
2854271,A0A0E3SUA3,Nucleoprotein,409,Infectious bronchitis virus,0.521,2.0,
2854272,A0A2Z4H4B9,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2854273,F8RCR7,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2854286,Q2I1B1,Nucleoprotein,409,Infectious bronchitis virus,0.606,2.0,
2854290,D3YPD7,ICP47 protein,88,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.636,2.0,
2854307,Q5MBP6,Nucleoprotein,409,Infectious bronchitis virus,0.54,2.0,
2854319,B8QAZ5,Nucleoprotein,409,Infectious bronchitis virus,0.572,2.0,
2854340,F4MIQ3,Nucleoprotein,409,Infectious bronchitis virus,0.54,2.0,
2854351,A0A2U9A6M8,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2854355,A0A0X8E9L3,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2854361,B0LPY8,Nucleoprotein,409,Infectious bronchitis virus,0.645,2.0,
2854373,A0A5J6DWE5,ICP47 protein,88,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.636,2.0,
2854393,A0A2U9ABN0,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2854419,Q8JMI5,Nucleoprotein,409,Infectious bronchitis virus,0.511,2.0,
2854420,Q2I1B3,Nucleoprotein,409,Infectious bronchitis virus,0.572,2.0,
2854421,F8RGF6,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2854444,A0A2U9A617,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2854454,A0A7T5BNP0,Nucleoprotein,409,Infectious bronchitis virus,0.575,2.0,
2854482,G8H8H0,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2854491,F8RFG6,Cytoplasmic envelopment protein 3,96,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.552,2.0,
2854492,F8RE28,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2854500,A0A2U9A8P0,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2854511,A0A2U9A9Z0,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2854516,A0A2Z4HCV1,ICP47 protein,88,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.636,2.0,
2854523,I6YAV9,Nucleoprotein,409,Infectious bronchitis virus,0.575,2.0,
2854552,A0A0E3SVG4,Nucleoprotein,409,Infectious bronchitis virus,0.587,2.0,
2854592,D3YPB3,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2854608,F8RD71,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2854609,F8REU4,Cytoplasmic envelopment protein 3,96,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.552,2.0,
2854652,D3YPK7,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2854653,A0A2Z4HDE6,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.681,2.0,
2854656,A0A3S7SYV3,RING finger protein Z,99,Mammarenavirus lassaense,0.515,2.0,
2854672,A0A3G5BJ14,Nucleoprotein,422,SARS coronavirus Urbani,0.509,2.0,
2854786,A0A0C7T5P8,,487,Epstein-Barr virus (strain GD1) (HHV-4) (Human gammaherpesvirus 4),0.571,2.0,
2854787,A0A0C7TIT1,,488,Epstein-Barr virus (strain GD1) (HHV-4) (Human gammaherpesvirus 4),0.641,2.0,
2854788,W5ZNT2,Latent membrane protein 1,386,Epstein-Barr virus (strain GD1) (HHV-4) (Human gammaherpesvirus 4),0.5,2.0,
2854790,A0A0C7TLJ0,,488,Epstein-Barr virus (strain GD1) (HHV-4) (Human gammaherpesvirus 4),0.641,2.0,
2854800,A0A0B6VKU0,,641,Epstein-Barr virus (strain GD1) (HHV-4) (Human gammaherpesvirus 4),0.644,2.0,
2854801,A0A0B6VKE3,Latent membrane protein 1,386,Epstein-Barr virus (strain GD1) (HHV-4) (Human gammaherpesvirus 4),0.5,2.0,
2854803,A0A0S2YQC3,,487,Epstein-Barr virus (strain GD1) (HHV-4) (Human gammaherpesvirus 4),0.694,2.0,
2854804,A0A0C7TZP5,,487,Epstein-Barr virus (strain GD1) (HHV-4) (Human gammaherpesvirus 4),0.579,2.0,
2854805,A0A0C7TIB5,Latent membrane protein 1,386,Epstein-Barr virus (strain GD1) (HHV-4) (Human gammaherpesvirus 4),0.5,2.0,
2854808,A0A0C7TYV8,,488,Epstein-Barr virus (strain GD1) (HHV-4) (Human gammaherpesvirus 4),0.619,2.0,
2854809,A0A0C7TRX0,Latent membrane protein 1,393,Epstein-Barr virus (strain GD1) (HHV-4) (Human gammaherpesvirus 4),0.509,2.0,
2854814,A0A0C7U0N0,,487,Epstein-Barr virus (strain GD1) (HHV-4) (Human gammaherpesvirus 4),0.571,2.0,
2854815,A0A482DDC8,,492,Epstein-Barr virus (strain GD1) (HHV-4) (Human gammaherpesvirus 4),0.677,2.0,
2854817,A0A0C7TV69,,488,Epstein-Barr virus (strain GD1) (HHV-4) (Human gammaherpesvirus 4),0.641,2.0,
2854820,A0A0C7T2F0,,487,Epstein-Barr virus (strain GD1) (HHV-4) (Human gammaherpesvirus 4),0.641,2.0,
2854821,A0A0C7TN88,,487,Epstein-Barr virus (strain GD1) (HHV-4) (Human gammaherpesvirus 4),0.575,2.0,
2854874,A0A410IY41,,485,Epstein-Barr virus (strain GD1) (HHV-4) (Human gammaherpesvirus 4),0.678,2.0,
2854877,A0A0C7T5T4,,488,Epstein-Barr virus (strain GD1) (HHV-4) (Human gammaherpesvirus 4),0.641,2.0,
2854882,W5ZPD5,Latent membrane protein 1,386,Epstein-Barr virus (strain GD1) (HHV-4) (Human gammaherpesvirus 4),0.5,2.0,
2854896,A0A0X8W0W5,,487,Epstein-Barr virus (strain GD1) (HHV-4) (Human gammaherpesvirus 4),0.618,2.0,
2854909,Q6S8E1,Nucleoprotein,422,Severe acute respiratory syndrome coronavirus (SARS-CoV),0.509,2.0,
2854913,A0A0C7T1F2,,487,Epstein-Barr virus (strain GD1) (HHV-4) (Human gammaherpesvirus 4),0.571,2.0,
2854938,Q6V583,Nucleoprotein,422,SARS coronavirus PUMC01,0.509,2.0,
2855913,B8Q8U4,Nucleoprotein,422,SARS coronavirus BJ182-4,0.512,2.0,
2856094,G5CPW1,,227,Henipavirus hendraense,0.502,2.0,
2856129,F4YH75,,457,Henipavirus hendraense,0.632,2.0,
2856135,A0A0K0MJD8,,228,Henipavirus hendraense,0.61,2.0,
2856145,F4YH84,,457,Henipavirus hendraense,0.635,2.0,
2856147,G5CPV5,,227,Henipavirus hendraense,0.687,2.0,
2856148,A0A0K0MIX7,,228,Henipavirus hendraense,0.5,2.0,
2856162,A0A0K0MIX1,,228,Henipavirus hendraense,0.689,2.0,
2856169,A0A0K0MIU7,,228,Henipavirus hendraense,0.61,2.0,
2856172,A0A0K0MJZ8,,228,Henipavirus hendraense,0.614,2.0,
2856176,A0A0K0MIL4,,228,Henipavirus hendraense,0.61,2.0,
2856182,A0A0K0MJC9,,228,Henipavirus hendraense,0.614,2.0,
2856188,G5CPV7,,227,Henipavirus hendraense,0.608,2.0,
2856193,A0A6M6AA40,,230,Pea enation mosaic virus-2 (PEMV-2),0.53,2.0,
2856196,A0A0K0MIL8,,228,Henipavirus hendraense,0.5,2.0,
2856198,A0A0K0MJT6,,228,Henipavirus hendraense,0.689,2.0,
2856199,G5CPY4,,448,Henipavirus hendraense,0.592,2.0,
2856204,A0A0K0MJH1,,222,Henipavirus hendraense,0.689,2.0,
2856206,A0A0K0MIK7,,228,Henipavirus hendraense,0.61,2.0,
2856207,A0A0K0MJW7,,228,Henipavirus hendraense,0.5,2.0,
2856211,A0A0K0MJV8,,228,Henipavirus hendraense,0.689,2.0,
2856212,F4YH76,,448,Henipavirus hendraense,0.67,2.0,
2856218,A0A0K0MJJ4,,228,Henipavirus hendraense,0.689,2.0,
2856220,F4YH85,,448,Henipavirus hendraense,0.65,2.0,
2856224,A0A0K0MIW5,,228,Henipavirus hendraense,0.614,2.0,
2856225,A0A0K0MIK3,,228,Henipavirus hendraense,0.61,2.0,
2856226,A0A0K0MK05,,228,Henipavirus hendraense,0.689,2.0,
2856229,A0A0K0MIL0,,228,Henipavirus hendraense,0.689,2.0,
2856235,A0A0K0MJC0,,228,Henipavirus hendraense,0.5,2.0,
2856241,A0A0K0MJX6,,228,Henipavirus hendraense,0.513,2.0,
2856242,G5CPX5,,457,Henipavirus hendraense,0.632,2.0,
2856251,Q84695,,236,Pea enation mosaic virus-2 (PEMV-2),0.504,2.0,
2856253,A0A1L7B830,,457,Henipavirus hendraense,0.635,2.0,
2856254,G5CPY3,,457,Henipavirus hendraense,0.586,2.0,
2856257,A0A0K0MIV4,,228,Henipavirus hendraense,0.5,2.0,
2856260,A0A0K0MJX7,,228,Henipavirus hendraense,0.61,2.0,
2856262,A0A0K0MJU9,,228,Henipavirus hendraense,0.689,2.0,
2856263,A0A0K0MJ99,,228,Henipavirus hendraense,0.689,2.0,
2856265,A0A0K0MJW8,,228,Henipavirus hendraense,0.689,2.0,
2856266,A0A6M6AD32,,230,Pea enation mosaic virus-2 (PEMV-2),0.53,2.0,
2856267,Q64EY9,,230,Pea enation mosaic virus-2 (PEMV-2),0.535,2.0,
2856280,A0A0K0MJY9,,228,Henipavirus hendraense,0.689,2.0,
2856286,A0A0K0MIJ9,,228,Henipavirus hendraense,0.5,2.0,
2856287,A0A0K0MJA9,,228,Henipavirus hendraense,0.513,2.0,
2856289,A0A0K0MJU3,,228,Henipavirus hendraense,0.5,2.0,
2856297,A0A0K0MIW0,,228,Henipavirus hendraense,0.689,2.0,
2856298,A0A6M6A8W6,,230,Pea enation mosaic virus-2 (PEMV-2),0.643,2.0,
2856299,G5CPW3,,236,Henipavirus hendraense,0.53,2.0,
2856305,A0A0K0MJ91,,228,Henipavirus hendraense,0.5,2.0,
2856315,A0A6M6ABU8,,230,Pea enation mosaic virus-2 (PEMV-2),0.53,2.0,
2856319,A0A6M6ACJ5,,230,Pea enation mosaic virus-2 (PEMV-2),0.539,2.0,
2856320,G1C110,,230,Pea enation mosaic virus-2 (PEMV-2),0.539,2.0,
2856321,A0A4Y6GN10,,230,Pea enation mosaic virus-2 (PEMV-2),0.53,2.0,
2856322,A0A6M6ABW8,,230,Pea enation mosaic virus-2 (PEMV-2),0.626,2.0,
2856323,A0A6M6AA69,,230,Pea enation mosaic virus-2 (PEMV-2),0.67,2.0,
2856332,A0A6M6A8V3,,230,Pea enation mosaic virus-2 (PEMV-2),0.626,2.0,
2856334,A0A6M6A8Z4,,230,Pea enation mosaic virus-2 (PEMV-2),0.674,2.0,
2856335,A0A6M6ACH4,,230,Pea enation mosaic virus-2 (PEMV-2),0.53,2.0,
2856340,A0A6M6ACE0,,230,Pea enation mosaic virus-2 (PEMV-2),0.53,2.0,
2856341,A0A6M6AD86,,230,Pea enation mosaic virus-2 (PEMV-2),0.53,2.0,
2856345,G1C114,,230,Pea enation mosaic virus-2 (PEMV-2),0.53,2.0,
2856347,A0A6M6AD68,,230,Pea enation mosaic virus-2 (PEMV-2),0.526,2.0,
2856352,A0A866WMD6,,230,Pea enation mosaic virus-2 (PEMV-2),0.622,2.0,
2856355,A0A8G1LUC1,,230,Pea enation mosaic virus-2 (PEMV-2),0.617,2.0,
2856361,A0A6M6ABY9,,230,Pea enation mosaic virus-2 (PEMV-2),0.526,2.0,
2856362,A0A6M6AC06,,230,Pea enation mosaic virus-2 (PEMV-2),0.626,2.0,
2856363,A0A6M6AA88,,230,Pea enation mosaic virus-2 (PEMV-2),0.522,2.0,
2856546,U5WLN3,Nucleoprotein,422,Bat SARS-like coronavirus WIV1,0.509,2.0,
2856580,Q6RD46,Nucleoprotein,422,SARS coronavirus TW11,0.509,2.0,
2856618,B8Q8T3,Nucleoprotein,422,SARS coronavirus BJ182b,0.512,2.0,
2857707,A0AA49EFT1,Nucleoprotein,422,Bat Coronavirus RsYN20,0.514,2.0,
2858201,A0A8F1CXD1,Nucleoprotein,422,Betacoronavirus sp. RsYN09,0.5,2.0,
2858453,Q3LZV6,Nucleoprotein,421,Bat SARS coronavirus HKU3-2,0.511,2.0,
2858711,Q6RCV8,Nucleoprotein,422,SARS coronavirus TW9,0.509,2.0,
2858766,Q3ZTE4,Nucleoprotein,422,Civet SARS CoV 007/2004,0.509,2.0,
2858787,Q6RCZ1,Nucleoprotein,422,SARS coronavirus TW6,0.509,2.0,
2859039,A0A4Y6GNK2,Nucleoprotein,422,Coronavirus BtRs-BetaCoV/YN2018C,0.509,2.0,
2859061,Q6S8C7,Nucleoprotein,422,SARS coronavirus ShanghaiQXC2,0.509,2.0,
2859226,A0A7H0M712,,214,Hepatitis delta virus (HDV),0.668,2.0,
2859232,A0A7H0M710,,214,Hepatitis delta virus (HDV),0.659,2.0,
2859250,Q760C9,,214,Hepatitis delta virus (HDV),0.659,2.0,
2859349,A0A0N9WSJ3,,214,Hepatitis delta virus (HDV),0.678,2.0,
2859365,A0A7H0M6Y8,,214,Hepatitis delta virus (HDV),0.687,2.0,
2859382,A0A238DWZ4,,214,Hepatitis delta virus (HDV),0.687,2.0,
2859416,A0A7H0M746,,214,Hepatitis delta virus (HDV),0.673,2.0,
2859422,A0A7H0M6Y0,,214,Hepatitis delta virus (HDV),0.687,2.0,
2859426,A0A7H0M6V2,,214,Hepatitis delta virus (HDV),0.682,2.0,
2859495,A0A7H0M6W2,,214,Hepatitis delta virus (HDV),0.673,2.0,
2859779,Q8JWJ0,Agnoprotein,70,JC polyomavirus (JCPyV) (JCV),0.7,2.0,
2860039,Q8JUD7,Agnoprotein,71,JC polyomavirus (JCPyV) (JCV),0.676,2.0,
2861499,A0A109R0P8,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.518,2.0,
2861500,A0A3G1LC32,Cytoplasmic envelopment protein 3,96,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.542,2.0,
2861509,A0A2Z4H529,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2861532,F8RCU3,ICP47 protein,88,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.693,2.0,
2861584,G8H8W2,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2861609,A0A1C3J7C8,ICP47 protein,88,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.636,2.0,
2861657,A0A2Z4H709,ICP47 protein,532,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.68,2.0,
2861661,F8REY3,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2861664,A0A2Z4H5N2,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2861741,A0A2Z4H745,ICP47 protein,88,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.636,2.0,
